avg_passenger_count,bkt_tip_amount,tip_amount_start,tip_amount_end
1.670846850824839,293,547.8989466056744,550.5224924985266
1.670846850824839,0,-220.8,-218.1764541071479
1.6708482433591267,112,73.0371399994387,75.66068589229081
1.6708470109161804,113,75.66068589229081,78.28423178514294
1.670846484083039,155,185.84961339208036,188.47315928493248
1.6708470678238112,198,298.662086784722,301.28563267757414
1.670846850824839,427,899.4540962478602,902.0776421407122
1.6708464852327247,130,120.26096607077704,122.88451196362922
1.670846667453939,77,-18.786966250385888,-16.163420357533766
1.670846667453939,184,261.93244428479215,264.5559901776443
1.6708474089871168,126,109.76678249936856,112.39032839222068
1.6708606531109773,94,25.813313928100342,28.436859820952463
1.670846759139389,149,170.10833803496757,172.7318839278197
1.6708468772700888,110,67.79004821373445,70.41359410658657
1.6708467289608233,190,277.67371964190494,280.29726553475706
1.6708465757684892,57,-71.25788410742854,-68.63433821457639
1.670846850824839,136,136.00224142788983,138.625787320742
1.6695918637123945,84,-0.4221450004209828,2.2014008924311668
1.67084682179606,119,91.4019612494036,94.02550714225578
1.670850232310799,98,36.307497499508884,38.931043392361005
1.6708469134815436,145,159.61415446355903,162.23770035641115
1.6708470701235059,116,83.53132357084723,86.15486946369936
1.6708467289608233,181,254.0618066062358,256.6853524990879
1.6708470666739648,124,104.51969071366426,107.14323660651638
1.6708588481157693,95,28.436859820952463,31.060405713804585
1.670846850824839,143,154.3670626778548,156.9906085707069
1.670846850824839,71,-34.52824160749867,-31.90469571464655
1.6708467289608233,161,201.59088874919314,204.21443464204526
1.670540742318729,87,7.448492678135409,10.072038570987559
1.6708469134815436,255,448.2042026772935,450.8277485701456
1.670850104692154,107,59.91941053517803,62.54295642803015
1.67084691233174,389,799.7593523194791,802.3828982123312
1.67084691233174,79,-13.539874464681645,-10.916328571829496
1.670850091513278,103,49.425226963769546,52.04877285662167
1.67084691233174,236,398.35683071310297,400.9803766059551
1.670846453904448,253,442.95711089158925,445.5806567844414
1.6708468206462816,139,143.87287910644625,146.49642499929837
1.6704635396504204,88,10.072038570987559,12.69558446383968
1.6708465154113183,138,141.24933321359413,143.87287910644625
1.670846850824839,235,395.73328482025084,398.35683071310297
1.6708452757857264,114,78.28423178514294,80.90777767799511
1.6708471014519328,115,80.90777767799511,83.53132357084723
1.670846850824839,153,180.60252160637606,183.22606749922824
1.6708524170893264,96,31.060405713804585,33.683951606656734
1.670846759139389,185,264.5559901776443,267.1795360704964
1.6708478441370973,104,52.04877285662167,54.67231874947379
1.6708470678238112,120,94.02550714225578,96.6490530351079
1.6708314859343179,89,12.69558446383968,15.319130356691801
1.670846759139389,464,996.525294283389,999.148840176241
1.6708470364954133,128,115.0138742850728,117.63742017792492
1.670846850824839,197,296.0385408918699,298.662086784722
1.671963275116436,85,2.2014008924311668,4.824946785283288
1.670847508722529,106,57.29586464232591,59.91941053517803
1.6708472244659727,111,70.41359410658657,73.0371399994387
1.6708469738386522,179,248.8147148205315,251.4382607133836
1.670846759139389,142,151.74351678500267,154.3670626778548
1.670846333190029,168,219.95570999915805,222.57925589201017
1.6708505073704527,100,41.554589285213126,44.17813517806525
1.6708453847122897,105,54.67231874947379,57.29586464232591
1.67084691233174,131,122.88451196362922,125.50805785648134
1.6708468031152248,108,62.54295642803015,65.16650232088233
1.6708468206462816,132,125.50805785648134,128.13160374933346
1.6708470051670272,123,101.89614482081214,104.51969071366426
1.670846698782252,127,112.39032839222068,115.0138742850728
1.670846850824839,225,369.4978258917295,372.12137178458164
1.67084691233174,156,188.47315928493248,191.0967051777846
1.670846974988473,160,198.96734285634102,201.59088874919314
1.6708510296131247,101,44.17813517806525,46.80168107091737
1.6708480505110777,83,-3.045690893273104,-0.4221450004209828
1.6708466720528872,141,149.1199708921505,151.74351678500267
1.6708469738386522,80,-10.916328571829496,-8.292782678977375
1.670846698782252,154,183.22606749922824,185.84961339208036
1.670846850824839,162,204.21443464204526,206.83798053489738
1.670846850824839,164,209.4615264277495,212.08507232060168
1.6708465455899066,134,130.7551496421856,133.3786955350377
1.670849110214177,102,46.80168107091737,49.425226963769546
1.670846850824839,175,238.32053124912295,240.94407714197513
1.6708684785975727,92,20.56622214239607,23.189768035248193
1.670846759139389,163,206.83798053489738,209.4615264277495
1.6708463702665686,118,88.77841535655148,91.4019612494036
1.670846850824839,75,-24.03405803609016,-21.410512143238037
1.670846850824839,172,230.4498935705666,233.0734394634187
1.670846637275365,125,107.14323660651638,109.76678249936856
1.670846850824839,140,146.49642499929837,149.1199708921505
1.6708465455899066,137,138.625787320742,141.24933321359413
1.670846850824839,173,233.0734394634187,235.69698535627083
1.670846484083039,135,133.3786955350377,136.00224142788983
1.670848061137594,122,99.27259892796002,101.89614482081214
1.6708471595093284,129,117.63742017792492,120.26096607077704
1.670846759139389,59,-66.01079232172427,-63.38724642887212
1.670846850824839,81,-8.292782678977375,-5.6692367861252535
1.6708468821531854,180,251.4382607133836,254.0618066062358
1.670846850824839,82,-5.6692367861252535,-3.045690893273104
1.6708550947054057,97,33.683951606656734,36.307497499508884
1.6708467301105763,133,128.13160374933346,130.7551496421856
1.6708186719175782,90,15.319130356691801,17.94267624954395
1.670846850824839,159,196.3437969634889,198.96734285634102
1.6708471003020764,117,86.15486946369936,88.77841535655148
1.670846850824839,291,542.6518548199701,545.2754007128224
1.670846974988473,121,96.6490530351079,99.27259892796002
1.670846759139389,217,348.50945874891244,351.13300464176467
1.670846850824839,70,-37.15178750035082,-34.52824160749867
1.6708509003328909,99,38.931043392361005,41.554589285213126
1.670856564053792,86,4.824946785283288,7.448492678135409
1.6708475041226476,109,65.16650232088233,67.79004821373445
1.670846850824839,60,-63.38724642887212,-60.763700536019996
1.6708699569251084,93,23.189768035248193,25.813313928100342
1.670846759139389,282,519.0399417843009,521.6634876771532
1.670846698782252,147,164.86124624926327,167.48479214211545
1.6708727508487693,91,17.94267624954395,20.56622214239607
1.67084682179606,152,177.97897571352394,180.60252160637606
1.6708465455899066,148,167.48479214211545,170.10833803496757
1.670846850824839,273,495.4280287486319,498.051574641484
1.670846850824839,211,332.7681833917997,335.39172928465183
