pickup_zone,avg_tip_percentage,bkt_total_amount,total_amount_start,total_amount_end
12,0.1022718725134998,26,-11.667104224286277,24.74569945939504
64,0.10227178567435988,29,97.57130682675768,133.98411051043888
164,0.10227177916341379,32,206.80971787780152,243.22252156148272
122,0.10227178812191595,30,133.98411051043888,170.3969141941203
98,0.10227179159467807,26,-11.667104224286277,24.74569945939504
135,0.10227180305539967,27,24.74569945939504,61.15850314307636
96,0.10227136546731512,28,61.15850314307636,97.57130682675768
117,0.10227167549463675,32,206.80971787780152,243.22252156148272
203,0.1022718068755892,28,61.15850314307636,97.57130682675768
163,0.10227177284100762,28,61.15850314307636,97.57130682675768
107,0.10227178761480617,31,170.3969141941203,206.80971787780152
142,0.10227175079935201,28,61.15850314307636,97.57130682675768
178,0.10227180096881752,29,97.57130682675768,133.98411051043888
38,0.10227179749875172,26,-11.667104224286277,24.74569945939504
116,0.1022718068755892,24,-84.4927115916488,-48.079907907967595
69,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
23,0.1022740130072922,26,-11.667104224286277,24.74569945939504
24,0.10227178812191595,28,61.15850314307636,97.57130682675768
137,0.10227170712793832,38,425.2865399798892,461.69934366357063
174,0.102271763400717,27,24.74569945939504,61.15850314307636
68,0.10227174793488447,30,133.98411051043888,170.3969141941203
178,0.10227177510258205,35,316.04812892884536,352.4609326125268
41,0.10227178812191595,23,-120.90551527533012,-84.4927115916488
169,0.10227178812191595,27,24.74569945939504,61.15850314307636
248,0.10203841443131963,26,-11.667104224286277,24.74569945939504
143,0.10227181300352257,29,97.57130682675768,133.98411051043888
127,0.10227170818814361,32,206.80971787780152,243.22252156148272
60,0.10227176978482597,28,61.15850314307636,97.57130682675768
229,0.10227180464707794,33,243.22252156148272,279.63532524516415
5,0.10227176696285097,35,316.04812892884536,352.4609326125268
164,0.10227171231174854,33,243.22252156148272,279.63532524516415
234,0.10227178812191595,33,243.22252156148272,279.63532524516415
131,0.10227178812191595,46,716.5889694493397,753.001773133021
105,0.10227471707071248,26,-11.667104224286277,24.74569945939504
255,0.10227232009264946,26,-11.667104224286277,24.74569945939504
93,0.10227174747819603,28,61.15850314307636,97.57130682675768
103,0.10227170551524095,27,24.74569945939504,61.15850314307636
159,0.10227175658678787,27,24.74569945939504,61.15850314307636
65,0.10227179158397291,29,97.57130682675768,133.98411051043888
58,0.10227178222376254,29,97.57130682675768,133.98411051043888
116,0.10227173415323211,31,170.3969141941203,206.80971787780152
116,0.10226789600027517,27,24.74569945939504,61.15850314307636
154,0.10227107795803268,30,133.98411051043888,170.3969141941203
206,0.10227167023019963,28,61.15850314307636,97.57130682675768
78,0.10227177078113922,29,97.57130682675768,133.98411051043888
69,0.10227178812191595,29,97.57130682675768,133.98411051043888
12,0.10227180941022879,27,24.74569945939504,61.15850314307636
219,0.10227176696447866,36,352.4609326125268,388.873736296208
247,0.10227177284013746,31,170.3969141941203,206.80971787780152
114,0.10223793124086744,27,24.74569945939504,61.15850314307636
19,0.10227166472192928,27,24.74569945939504,61.15850314307636
91,0.10227175343393483,29,97.57130682675768,133.98411051043888
223,0.10227180299700533,26,-11.667104224286277,24.74569945939504
74,0.10227177284100762,31,170.3969141941203,206.80971787780152
8,0.1022718068755892,24,-84.4927115916488,-48.079907907967595
154,0.10227178240586544,35,316.04812892884536,352.4609326125268
118,0.10227176698177862,30,133.98411051043888,170.3969141941203
131,0.10227178812191595,23,-120.90551527533012,-84.4927115916488
253,0.1022717755788135,33,243.22252156148272,279.63532524516415
243,0.10227222265031553,26,-11.667104224286277,24.74569945939504
41,0.10227160666699879,30,133.98411051043888,170.3969141941203
192,0.10227165348126871,27,24.74569945939504,61.15850314307636
-1,0.10227153622267006,38,425.2865399798892,461.69934366357063
188,0.10227179201999066,28,61.15850314307636,97.57130682675768
33,0.10227167876065113,29,97.57130682675768,133.98411051043888
177,0.10227180097151589,27,24.74569945939504,61.15850314307636
133,0.10227333101147307,26,-11.667104224286277,24.74569945939504
179,0.10227171534332306,27,24.74569945939504,61.15850314307636
33,0.10227156237361996,28,61.15850314307636,97.57130682675768
141,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
133,0.10227149948206653,28,61.15850314307636,97.57130682675768
131,0.1022717659133564,35,316.04812892884536,352.4609326125268
258,0.10227178734532333,28,61.15850314307636,97.57130682675768
78,0.10227176978704165,30,133.98411051043888,170.3969141941203
195,0.10227179993652798,28,61.15850314307636,97.57130682675768
88,0.10227176696279341,34,279.63532524516415,316.04812892884536
106,0.10227101224140767,29,97.57130682675768,133.98411051043888
114,0.10227177862388226,30,133.98411051043888,170.3969141941203
184,0.10227180351833463,27,24.74569945939504,61.15850314307636
186,0.10227179749875172,26,-11.667104224286277,24.74569945939504
142,0.10227178812191595,29,97.57130682675768,133.98411051043888
245,0.10226886776784425,27,24.74569945939504,61.15850314307636
172,0.1022717712554077,31,170.3969141941203,206.80971787780152
161,0.10227177313863936,28,61.15850314307636,97.57130682675768
186,0.10227172733932083,27,24.74569945939504,61.15850314307636
83,0.10227181625242843,26,-11.667104224286277,24.74569945939504
164,0.10227178376700224,34,279.63532524516415,316.04812892884536
143,0.10227171384413643,42,570.9377547146145,607.3505583982957
180,0.10227700787672034,26,-11.667104224286277,24.74569945939504
41,0.10227175411789259,33,243.22252156148272,279.63532524516415
19,0.10227177283898126,28,61.15850314307636,97.57130682675768
183,0.10227177284100762,34,279.63532524516415,316.04812892884536
83,0.1022717814916814,32,206.80971787780152,243.22252156148272
150,0.10227653808411237,26,-11.667104224286277,24.74569945939504
47,0.10227195800815454,26,-11.667104224286277,24.74569945939504
105,0.10227173195308274,28,61.15850314307636,97.57130682675768
43,0.10227175894166042,29,97.57130682675768,133.98411051043888
215,0.10227178221784199,32,206.80971787780152,243.22252156148272
154,0.10227185375980245,25,-48.079907907967595,-11.667104224286277
5,0.10227176696373519,37,388.873736296208,425.2865399798892
239,0.10227178812191595,40,498.11214734725183,534.5249510309333
74,0.10227329055044745,26,-11.667104224286277,24.74569945939504
199,0.10227097441737473,28,61.15850314307636,97.57130682675768
154,0.10227179749875172,48,789.4145768167024,825.8273805003836
91,0.10227176978355203,34,279.63532524516415,316.04812892884536
180,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
248,0.1022061762410314,27,24.74569945939504,61.15850314307636
117,0.10224306965051952,27,24.74569945939504,61.15850314307636
55,0.1022763657132748,26,-11.667104224286277,24.74569945939504
239,0.10227171581051885,53,971.4785952351089,1007.8913989187901
247,0.1022721423314886,26,-11.667104224286277,24.74569945939504
160,0.10227181500408543,27,24.74569945939504,61.15850314307636
210,0.10227179159198825,27,24.74569945939504,61.15850314307636
74,0.1022717985397905,32,206.80971787780152,243.22252156148272
219,0.10227179160409662,35,316.04812892884536,352.4609326125268
75,0.10227179749875172,25,-48.079907907967595,-11.667104224286277
94,0.10227176697126313,36,352.4609326125268,388.873736296208
193,0.10227120435534556,27,24.74569945939504,61.15850314307636
53,0.10227300354403657,26,-11.667104224286277,24.74569945939504
155,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
235,0.10227171518614397,31,170.3969141941203,206.80971787780152
158,0.1022716975832886,34,279.63532524516415,316.04812892884536
137,0.10227177326459742,36,352.4609326125268,388.873736296208
155,0.10227174978768476,28,61.15850314307636,97.57130682675768
70,0.10227178812191595,50,862.2401841840648,898.6529878677462
188,0.10227178812191595,32,206.80971787780152,243.22252156148272
58,0.10227210752693781,27,24.74569945939504,61.15850314307636
219,0.10227179874091827,33,243.22252156148272,279.63532524516415
253,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
199,0.10227177832892577,32,206.80971787780152,243.22252156148272
216,0.10227178812191595,32,206.80971787780152,243.22252156148272
14,0.10227176220645372,33,243.22252156148272,279.63532524516415
-1,0.10227178812191595,15,-412.20794474478055,-375.79514106109923
235,0.10227174456257483,33,243.22252156148272,279.63532524516415
255,0.10227178812191595,31,170.3969141941203,206.80971787780152
33,0.10227176698177862,30,133.98411051043888,170.3969141941203
127,0.10227169570921046,29,97.57130682675768,133.98411051043888
13,0.10227176698537763,29,97.57130682675768,133.98411051043888
66,0.10227179749875172,26,-11.667104224286277,24.74569945939504
8,0.1022055000829776,27,24.74569945939504,61.15850314307636
236,0.10227581136626336,26,-11.667104224286277,24.74569945939504
255,0.10227148242604084,27,24.74569945939504,61.15850314307636
139,0.10227179790326156,27,24.74569945939504,61.15850314307636
196,0.10227207054437683,27,24.74569945939504,61.15850314307636
79,0.10227178221784199,31,170.3969141941203,206.80971787780152
132,0.10227180700152841,30,133.98411051043888,170.3969141941203
132,0.10227177044315906,28,61.15850314307636,97.57130682675768
196,0.10227178221784199,33,243.22252156148272,279.63532524516415
63,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
216,0.10227189838197663,27,24.74569945939504,61.15850314307636
199,0.10227179159297889,31,170.3969141941203,206.80971787780152
136,0.10227182562926936,24,-84.4927115916488,-48.079907907967595
47,0.10227176696489768,29,97.57130682675768,133.98411051043888
240,0.10215916584526037,27,24.74569945939504,61.15850314307636
172,0.10226294213949745,27,24.74569945939504,61.15850314307636
50,0.10227195568438753,26,-11.667104224286277,24.74569945939504
251,0.10227178222461045,31,170.3969141941203,206.80971787780152
164,0.10227186313665027,24,-84.4927115916488,-48.079907907967595
72,0.10227178812191595,36,352.4609326125268,388.873736296208
251,0.10227175750567041,28,61.15850314307636,97.57130682675768
17,0.10227178812191595,30,133.98411051043888,170.3969141941203
45,0.10227178812191595,39,461.69934366357063,498.11214734725183
245,0.10230420441355961,26,-11.667104224286277,24.74569945939504
80,0.10227178812191595,26,-11.667104224286277,24.74569945939504
0,0.10227173181542541,28,61.15850314307636,97.57130682675768
239,0.10227175495309963,39,461.69934366357063,498.11214734725183
228,0.10227170211305107,49,825.8273805003836,862.2401841840648
122,0.10227177891901344,34,279.63532524516415,316.04812892884536
131,0.1022722756857488,30,133.98411051043888,170.3969141941203
157,0.10227168095359553,29,97.57130682675768,133.98411051043888
60,0.10227179749875172,27,24.74569945939504,61.15850314307636
57,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
17,0.10227170416402899,28,61.15850314307636,97.57130682675768
203,0.10227203034429264,26,-11.667104224286277,24.74569945939504
251,0.1022717734863475,27,24.74569945939504,61.15850314307636
235,0.10227174641565219,30,133.98411051043888,170.3969141941203
44,0.10227178585501878,26,-11.667104224286277,24.74569945939504
199,0.10227169743403271,34,279.63532524516415,316.04812892884536
211,0.1022718068755892,26,-11.667104224286277,24.74569945939504
178,0.10227176978482597,41,534.5249510309333,570.9377547146145
87,0.10227177284100762,33,243.22252156148272,279.63532524516415
259,0.10227312830863038,27,24.74569945939504,61.15850314307636
25,0.10227173446517783,29,97.57130682675768,133.98411051043888
137,0.10227179523634082,34,279.63532524516415,316.04812892884536
63,0.10227180483029803,29,97.57130682675768,133.98411051043888
31,0.10227174227919097,32,206.80971787780152,243.22252156148272
212,0.10227309633689763,26,-11.667104224286277,24.74569945939504
212,0.1022718414846126,27,24.74569945939504,61.15850314307636
90,0.10227182235712005,26,-11.667104224286277,24.74569945939504
122,0.10227175165602254,29,97.57130682675768,133.98411051043888
34,0.1022718692845769,27,24.74569945939504,61.15850314307636
239,0.10227177634079947,43,607.3505583982957,643.7633620819771
154,0.10227178812191595,3082,111265.86095310576,111302.27375678944
249,0.10227178812191595,34,279.63532524516415,316.04812892884536
161,0.10227176696373519,33,243.22252156148272,279.63532524516415
220,0.10227296668072225,26,-11.667104224286277,24.74569945939504
55,0.10227211688813269,27,24.74569945939504,61.15850314307636
238,0.10227238147797343,26,-11.667104224286277,24.74569945939504
20,0.10227190421804347,26,-11.667104224286277,24.74569945939504
67,0.10227177284735615,29,97.57130682675768,133.98411051043888
52,0.1022721840341337,26,-11.667104224286277,24.74569945939504
51,0.1022676696915505,27,24.74569945939504,61.15850314307636
130,0.10227186327424324,27,24.74569945939504,61.15850314307636
57,0.10227180203140965,28,61.15850314307636,97.57130682675768
18,0.10227176693693227,28,61.15850314307636,97.57130682675768
113,0.10227179159997109,30,133.98411051043888,170.3969141941203
158,0.10227179765389299,28,61.15850314307636,97.57130682675768
16,0.10227177838264997,28,61.15850314307636,97.57130682675768
136,0.10218572919984698,26,-11.667104224286277,24.74569945939504
33,0.10226970097823526,27,24.74569945939504,61.15850314307636
26,0.10227193629002733,27,24.74569945939504,61.15850314307636
217,0.1022717828042563,26,-11.667104224286277,24.74569945939504
131,0.10227179749875172,52,935.0657915514274,971.4785952351089
245,0.1022717669625521,32,206.80971787780152,243.22252156148272
12,0.10227176459890727,29,97.57130682675768,133.98411051043888
131,0.102271835006112,25,-48.079907907967595,-11.667104224286277
144,0.10227177418795699,32,206.80971787780152,243.22252156148272
62,0.10227177284893751,28,61.15850314307636,97.57130682675768
119,0.10227174516368338,28,61.15850314307636,97.57130682675768
-1,0.10227178812191595,40,498.11214734725183,534.5249510309333
179,0.10227178290658887,31,170.3969141941203,206.80971787780152
68,0.10226774780431944,27,24.74569945939504,61.15850314307636
93,0.10227353866257684,26,-11.667104224286277,24.74569945939504
70,0.10227057483695827,28,61.15850314307636,97.57130682675768
194,0.10227216713102755,26,-11.667104224286277,24.74569945939504
164,0.10227176560311206,31,170.3969141941203,206.80971787780152
181,0.10227191295472188,27,24.74569945939504,61.15850314307636
130,0.10227174441845872,28,61.15850314307636,97.57130682675768
246,0.1022718068755892,26,-11.667104224286277,24.74569945939504
256,0.10227178158305468,28,61.15850314307636,97.57130682675768
122,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
137,0.1022717728406895,39,461.69934366357063,498.11214734725183
72,0.102271599045274,29,97.57130682675768,133.98411051043888
190,0.10227176699461742,28,61.15850314307636,97.57130682675768
35,0.10227176978570623,37,388.873736296208,425.2865399798892
109,0.10227177284100762,38,425.2865399798892,461.69934366357063
150,0.1022710262332875,28,61.15850314307636,97.57130682675768
90,0.10227180411087392,27,24.74569945939504,61.15850314307636
199,0.10227175518510312,61,1262.781024704559,1299.1938283882405
50,0.10227178812191595,29,97.57130682675768,133.98411051043888
62,0.10227178958459908,27,24.74569945939504,61.15850314307636
118,0.10227178348385438,29,97.57130682675768,133.98411051043888
239,0.10227176978482597,36,352.4609326125268,388.873736296208
226,0.10227079083487903,26,-11.667104224286277,24.74569945939504
114,0.10226610810399911,28,61.15850314307636,97.57130682675768
56,0.10227401348227742,26,-11.667104224286277,24.74569945939504
136,0.10227140843607221,29,97.57130682675768,133.98411051043888
92,0.1022723227853735,26,-11.667104224286277,24.74569945939504
180,0.10227176105660496,29,97.57130682675768,133.98411051043888
125,0.10227183116477839,26,-11.667104224286277,24.74569945939504
194,0.10227176905218588,28,61.15850314307636,97.57130682675768
36,0.10227177083286138,29,97.57130682675768,133.98411051043888
259,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
43,0.10227178178281394,32,206.80971787780152,243.22252156148272
170,0.10227178728658932,27,24.74569945939504,61.15850314307636
64,0.10227178812191595,30,133.98411051043888,170.3969141941203
144,0.10227205182265717,27,24.74569945939504,61.15850314307636
154,0.10227178317436919,34,279.63532524516415,316.04812892884536
89,0.10227179740754833,28,61.15850314307636,97.57130682675768
31,0.10227176192574242,37,388.873736296208,425.2865399798892
240,0.102271835006112,24,-84.4927115916488,-48.079907907967595
259,0.10227178221784199,34,279.63532524516415,316.04812892884536
123,0.10227177284100762,26,-11.667104224286277,24.74569945939504
1,0.10227178812191595,26,-11.667104224286277,24.74569945939504
6,0.10227198575155613,27,24.74569945939504,61.15850314307636
198,0.10227157243656175,28,61.15850314307636,97.57130682675768
188,0.10227180180923456,27,24.74569945939504,61.15850314307636
55,0.10227172055187579,28,61.15850314307636,97.57130682675768
58,0.10227137906363305,28,61.15850314307636,97.57130682675768
106,0.10227178812191595,38,425.2865399798892,461.69934366357063
215,0.10219954924032748,26,-11.667104224286277,24.74569945939504
245,0.1022710288478872,28,61.15850314307636,97.57130682675768
18,0.10227171250487803,27,24.74569945939504,61.15850314307636
119,0.10227197739114605,27,24.74569945939504,61.15850314307636
159,0.10227178812191595,31,170.3969141941203,206.80971787780152
171,0.10227170807860377,30,133.98411051043888,170.3969141941203
241,0.10227169768004177,33,243.22252156148272,279.63532524516415
87,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
36,0.1022651457727018,27,24.74569945939504,61.15850314307636
257,0.10227177916668943,28,61.15850314307636,97.57130682675768
131,0.10227178126382186,38,425.2865399798892,461.69934366357063
87,0.10223847545566749,27,24.74569945939504,61.15850314307636
253,0.10227170685896302,31,170.3969141941203,206.80971787780152
164,0.1022717427905172,30,133.98411051043888,170.3969141941203
199,0.1022718068755892,29,97.57130682675768,133.98411051043888
245,0.10227176105927728,37,388.873736296208,425.2865399798892
88,0.10227176192633343,40,498.11214734725183,534.5249510309333
116,0.10246055848006783,26,-11.667104224286277,24.74569945939504
182,0.10227179535656812,27,24.74569945939504,61.15850314307636
122,0.10227191114978904,26,-11.667104224286277,24.74569945939504
227,0.10227174661552456,29,97.57130682675768,133.98411051043888
155,0.10227179575234294,29,97.57130682675768,133.98411051043888
117,0.10227180941291383,33,243.22252156148272,279.63532524516415
238,0.10227176105804003,28,61.15850314307636,97.57130682675768
244,0.10227183132435425,27,24.74569945939504,61.15850314307636
73,0.10227179749875172,28,61.15850314307636,97.57130682675768
253,0.10228168861111993,26,-11.667104224286277,24.74569945939504
191,0.1022702419865327,27,24.74569945939504,61.15850314307636
175,0.10227165487519005,27,24.74569945939504,61.15850314307636
242,0.10227197205952397,26,-11.667104224286277,24.74569945939504
251,0.10227194638777397,26,-11.667104224286277,24.74569945939504
39,0.1022717841448143,35,316.04812892884536,352.4609326125268
193,0.10227178812191595,29,97.57130682675768,133.98411051043888
43,0.10227181625242843,24,-84.4927115916488,-48.079907907967595
154,0.10227178635975086,40,498.11214734725183,534.5249510309333
137,0.10234095421365678,26,-11.667104224286277,24.74569945939504
117,0.10227011063185089,29,97.57130682675768,133.98411051043888
178,0.10227249924287912,26,-11.667104224286277,24.74569945939504
237,0.10227183850280212,27,24.74569945939504,61.15850314307636
109,0.10227177248886773,27,24.74569945939504,61.15850314307636
135,0.10227178812191595,29,97.57130682675768,133.98411051043888
217,0.10227177283789733,29,97.57130682675768,133.98411051043888
117,0.10225674510975144,28,61.15850314307636,97.57130682675768
216,0.10227290990666299,26,-11.667104224286277,24.74569945939504
79,0.10227129123664659,28,61.15850314307636,97.57130682675768
8,0.10227143958360291,29,97.57130682675768,133.98411051043888
-1,0.1022718725134998,23,-120.90551527533012,-84.4927115916488
156,0.10227190411684528,26,-11.667104224286277,24.74569945939504
241,0.10227178812191595,31,170.3969141941203,206.80971787780152
229,0.10227176696415197,35,316.04812892884536,352.4609326125268
240,0.10227179749875172,33,243.22252156148272,279.63532524516415
5,0.10227177634056903,26,-11.667104224286277,24.74569945939504
67,0.10227181384792154,26,-11.667104224286277,24.74569945939504
224,0.10227182562926936,26,-11.667104224286277,24.74569945939504
135,0.10227178812191595,30,133.98411051043888,170.3969141941203
154,0.10227176767010915,38,425.2865399798892,461.69934366357063
4,0.10227178812191595,26,-11.667104224286277,24.74569945939504
54,0.10227177284100762,27,24.74569945939504,61.15850314307636
70,0.10227176696385734,58,1153.5426136535152,1189.9554173371962
39,0.10227177284100762,30,133.98411051043888,170.3969141941203
141,0.10227168762953007,29,97.57130682675768,133.98411051043888
257,0.10227213093237171,26,-11.667104224286277,24.74569945939504
215,0.1022718068755892,24,-84.4927115916488,-48.079907907967595
99,0.1022717628533869,28,61.15850314307636,97.57130682675768
71,0.10227176192607311,36,352.4609326125268,388.873736296208
95,0.10227195090983351,26,-11.667104224286277,24.74569945939504
252,0.10227205019083879,26,-11.667104224286277,24.74569945939504
70,0.1022717649502058,33,243.22252156148272,279.63532524516415
199,0.1022740249276709,26,-11.667104224286277,24.74569945939504
160,0.10227285554442585,26,-11.667104224286277,24.74569945939504
112,0.10227176144943084,27,24.74569945939504,61.15850314307636
205,0.1022718068755892,26,-11.667104224286277,24.74569945939504
70,0.10227176652275939,32,206.80971787780152,243.22252156148272
234,0.10227177284981506,28,61.15850314307636,97.57130682675768
194,0.10227178812191595,30,133.98411051043888,170.3969141941203
137,0.10227178812191595,42,570.9377547146145,607.3505583982957
168,0.10227177715475685,27,24.74569945939504,61.15850314307636
136,0.10226535058048984,28,61.15850314307636,97.57130682675768
194,0.10227191997566734,27,24.74569945939504,61.15850314307636
63,0.1022719841295541,27,24.74569945939504,61.15850314307636
-1,0.10227167434457622,35,316.04812892884536,352.4609326125268
240,0.10227178812191595,37,388.873736296208,425.2865399798892
73,0.10227213964968007,26,-11.667104224286277,24.74569945939504
191,0.10227167387485533,28,61.15850314307636,97.57130682675768
33,0.10227178812191595,37,388.873736296208,425.2865399798892
199,0.10227178812191595,33,243.22252156148272,279.63532524516415
143,0.10227176697096228,37,388.873736296208,425.2865399798892
253,0.10227179749875172,25,-48.079907907967595,-11.667104224286277
248,0.10227178812191595,25,-48.079907907967595,-11.667104224286277
232,0.10227177284100762,27,24.74569945939504,61.15850314307636
70,0.10230087134152634,26,-11.667104224286277,24.74569945939504
94,0.10227160502846676,28,61.15850314307636,97.57130682675768
87,0.10227171348233599,30,133.98411051043888,170.3969141941203
55,0.10227179749875172,39,461.69934366357063,498.11214734725183
140,0.10227178812191595,26,-11.667104224286277,24.74569945939504
35,0.10227268565341092,26,-11.667104224286277,24.74569945939504
221,0.1022714284318232,28,61.15850314307636,97.57130682675768
96,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
5,0.10227176192555021,40,498.11214734725183,534.5249510309333
217,0.10227177283643388,28,61.15850314307636,97.57130682675768
116,0.1022717153730399,33,243.22252156148272,279.63532524516415
241,0.10227176489368117,28,61.15850314307636,97.57130682675768
145,0.10223463373656895,26,-11.667104224286277,24.74569945939504
162,0.10227271528993467,26,-11.667104224286277,24.74569945939504
205,0.10227179749875172,28,61.15850314307636,97.57130682675768
227,0.10227175143526229,30,133.98411051043888,170.3969141941203
13,0.1022718291547099,27,24.74569945939504,61.15850314307636
184,0.10227178222915281,28,61.15850314307636,97.57130682675768
75,0.10227178212626789,34,279.63532524516415,316.04812892884536
-1,0.10227178812191595,14,-448.6207484284618,-412.20794474478055
65,0.10227176696428783,33,243.22252156148272,279.63532524516415
257,0.10227176696373519,29,97.57130682675768,133.98411051043888
240,0.10267945447727302,26,-11.667104224286277,24.74569945939504
172,0.10224296319392766,26,-11.667104224286277,24.74569945939504
97,0.10227249009584842,26,-11.667104224286277,24.74569945939504
219,0.10227177284067193,38,425.2865399798892,461.69934366357063
97,0.10227178414216728,32,206.80971787780152,243.22252156148272
131,0.1022718104078865,37,388.873736296208,425.2865399798892
95,0.10227177117014243,28,61.15850314307636,97.57130682675768
227,0.10227175758046027,38,425.2865399798892,461.69934366357063
117,0.10252687942792137,26,-11.667104224286277,24.74569945939504
74,0.10227178499872819,29,97.57130682675768,133.98411051043888
5,0.10227179749875172,29,97.57130682675768,133.98411051043888
148,0.10227178812191595,27,24.74569945939504,61.15850314307636
106,0.10213269639761614,26,-11.667104224286277,24.74569945939504
227,0.1022713937377843,27,24.74569945939504,61.15850314307636
47,0.10227181243711343,27,24.74569945939504,61.15850314307636
72,0.10227176696459674,35,316.04812892884536,352.4609326125268
81,0.10227181625242843,26,-11.667104224286277,24.74569945939504
221,0.10227179427693871,30,133.98411051043888,170.3969141941203
-1,0.10233062821334414,26,-11.667104224286277,24.74569945939504
113,0.10226855359130442,27,24.74569945939504,61.15850314307636
145,0.10227178812191595,18,-302.9695336937366,-266.5567300100554
67,0.10227178222577189,28,61.15850314307636,97.57130682675768
235,0.10227178812191595,34,279.63532524516415,316.04812892884536
197,0.10227177949675602,29,97.57130682675768,133.98411051043888
19,0.10227178812191595,24,-84.4927115916488,-48.079907907967595
226,0.10227179749875172,24,-84.4927115916488,-48.079907907967595
141,0.10227178474616301,30,133.98411051043888,170.3969141941203
204,0.10227178221043486,27,24.74569945939504,61.15850314307636
102,0.10227178225575988,26,-11.667104224286277,24.74569945939504
149,0.10227177692437688,28,61.15850314307636,97.57130682675768
41,0.10227178784646847,44,643.7633620819771,680.1761657656583
155,0.10227178812191595,37,388.873736296208,425.2865399798892
25,0.10227271225854781,27,24.74569945939504,61.15850314307636
128,0.1022718068755892,32,206.80971787780152,243.22252156148272
226,0.10227176696478012,30,133.98411051043888,170.3969141941203
193,0.10227178812191595,30,133.98411051043888,170.3969141941203
88,0.10227164994060141,27,24.74569945939504,61.15850314307636
131,0.10227178724511378,40,498.11214734725183,534.5249510309333
199,0.10227177916166005,40,498.11214734725183,534.5249510309333
232,0.1022717449478395,26,-11.667104224286277,24.74569945939504
96,0.10227109872885028,27,24.74569945939504,61.15850314307636
-1,0.10226906737536166,29,97.57130682675768,133.98411051043888
31,0.10227124221107617,27,24.74569945939504,61.15850314307636
60,0.10227176233562425,26,-11.667104224286277,24.74569945939504
240,0.10227185375980245,25,-48.079907907967595,-11.667104224286277
20,0.1022717736147245,33,243.22252156148272,279.63532524516415
224,0.10227174860232545,28,61.15850314307636,97.57130682675768
235,0.10227096475085046,29,97.57130682675768,133.98411051043888
219,0.1022758065804222,27,24.74569945939504,61.15850314307636
17,0.10227203372583504,26,-11.667104224286277,24.74569945939504
34,0.10227177912781536,28,61.15850314307636,97.57130682675768
117,0.10227188189035104,24,-84.4927115916488,-48.079907907967595
221,0.1022718068755892,24,-84.4927115916488,-48.079907907967595
183,0.10227178221939572,29,97.57130682675768,133.98411051043888
68,0.102286998017433,26,-11.667104224286277,24.74569945939504
241,0.10227190625668536,26,-11.667104224286277,24.74569945939504
213,0.1022717721425169,27,24.74569945939504,61.15850314307636
-1,0.10227179749875172,50,862.2401841840648,898.6529878677462
34,0.1022717612031109,30,133.98411051043888,170.3969141941203
86,0.10227175165602254,29,97.57130682675768,133.98411051043888
240,0.10224790262979969,28,61.15850314307636,97.57130682675768
230,0.10227206749118394,26,-11.667104224286277,24.74569945939504
154,0.10227165832884327,31,170.3969141941203,206.80971787780152
241,0.102271797676378,27,24.74569945939504,61.15850314307636
248,0.10227163435395849,30,133.98411051043888,170.3969141941203
178,0.10227177283999168,30,133.98411051043888,170.3969141941203
