pickup_zone,avg_tip_amount,bkt_passenger_count,val_start,val_end
35,1.2833333333333334,3,3.974672515994487,5.2995633546593160
175,1.2826923076923076,1,1.324890838664829,2.6497816773296580
6,1.2821470316825594,1,1.324890838664829,2.6497816773296580
93,1.2794170403587444,0,0E-15,1.3248908386648290
6,1.2762917023096643,0,0E-15,1.3248908386648290
227,1.2740809443507588,2,2.649781677329658,3.9746725159944870
65,1.273119658119658,4,5.299563354659316,6.6244541933241450
256,1.2729133858267716,0,0E-15,1.3248908386648290
130,1.2709016393442625,0,0E-15,1.3248908386648290
39,1.269394252280157,3,3.974672515994487,5.2995633546593160
236,1.267,4,5.299563354659316,6.6244541933241450
227,1.2581500872600349,3,3.974672515994487,5.2995633546593160
35,1.2576595744680852,1,1.324890838664829,2.6497816773296580
86,1.2527419354838711,3,3.974672515994487,5.2995633546593160
198,1.2519791666666664,3,3.974672515994487,5.2995633546593160
204,1.25,2,2.649781677329658,3.9746725159944870
238,1.25,3,3.974672515994487,5.2995633546593160
6,1.2403057757644391,2,2.649781677329658,3.9746725159944870
39,1.2379155506538506,2,2.649781677329658,3.9746725159944870
116,1.2369006606161699,0,0E-15,1.3248908386648290
73,1.2334883720930234,0,0E-15,1.3248908386648290
227,1.2332031249999997,4,5.299563354659316,6.6244541933241450
223,1.2275,1,1.324890838664829,2.6497816773296580
155,1.2268421052631577,3,3.974672515994487,5.2995633546593160
129,1.22,3,3.974672515994487,5.2995633546593160
175,1.22,2,2.649781677329658,3.9746725159944870
249,1.2177777777777778,1,1.324890838664829,2.6497816773296580
116,1.2131584905660382,4,5.299563354659316,6.6244541933241450
243,1.2074074074074073,3,3.974672515994487,5.2995633546593160
132,1.2025,2,2.649781677329658,3.9746725159944870
155,1.2016285714285717,0,0E-15,1.3248908386648290
82,1.2,0,0E-15,1.3248908386648290
116,1.1993754243041412,2,2.649781677329658,3.9746725159944870
116,1.1993013809910635,3,3.974672515994487,5.2995633546593160
161,1.1988847583643123,1,1.324890838664829,2.6497816773296580
160,1.1976923076923076,2,2.649781677329658,3.9746725159944870
125,1.1892307692307693,0,0E-15,1.3248908386648290
184,1.1881249999999999,0,0E-15,1.3248908386648290
193,1.1790322580645163,3,3.974672515994487,5.2995633546593160
6,1.1774369040942232,3,3.974672515994487,5.2995633546593160
72,1.1535434736014925,0,0E-15,1.3248908386648290
147,1.152,4,5.299563354659316,6.6244541933241450
162,1.1506666666666665,1,1.324890838664829,2.6497816773296580
72,1.1493676072671024,1,1.324890838664829,2.6497816773296580
151,1.1466666666666667,2,2.649781677329658,3.9746725159944870
53,1.1436363636363636,4,5.299563354659316,6.6244541933241450
56,1.1424528301886794,1,1.324890838664829,2.6497816773296580
237,1.1401923076923075,0,0E-15,1.3248908386648290
72,1.1363950398582818,4,5.299563354659316,6.6244541933241450
144,1.1352857142857142,1,1.324890838664829,2.6497816773296580
55,1.1311450381679389,1,1.324890838664829,2.6497816773296580
213,1.13,3,3.974672515994487,5.2995633546593160
91,1.1290322580645162,4,5.299563354659316,6.6244541933241450
72,1.1234431561085967,3,3.974672515994487,5.2995633546593160
6,1.122319526627219,4,5.299563354659316,6.6244541933241450
150,1.1209803921568628,4,5.299563354659316,6.6244541933241450
62,1.1183333333333334,2,2.649781677329658,3.9746725159944870
242,1.1109677419354838,0,0E-15,1.3248908386648290
181,1.0963636363636362,2,2.649781677329658,3.9746725159944870
222,1.0955555555555554,3,3.974672515994487,5.2995633546593160
161,1.0793877551020408,3,3.974672515994487,5.2995633546593160
159,1.0766666666666669,3,3.974672515994487,5.2995633546593160
248,1.075,5,6.624454193324145,7.9493450319889740
216,1.07,2,2.649781677329658,3.9746725159944870
135,1.0672491909385113,0,0E-15,1.3248908386648290
93,1.0625,2,2.649781677329658,3.9746725159944870
162,1.052121212121212,0,0E-15,1.3248908386648290
239,1.05,5,6.624454193324145,7.9493450319889740
63,1.0458823529411765,1,1.324890838664829,2.6497816773296580
109,1.04,4,5.299563354659316,6.6244541933241450
72,1.0247531185031187,2,2.649781677329658,3.9746725159944870
79,1.0222549591598602,0,0E-15,1.3248908386648290
177,1.02,1,1.324890838664829,2.6497816773296580
53,1.0199999999999998,2,2.649781677329658,3.9746725159944870
17,1.0133333333333334,1,1.324890838664829,2.6497816773296580
23,1.004888888888889,1,1.324890838664829,2.6497816773296580
7,1.0,3,3.974672515994487,5.2995633546593160
107,1.0,0,0E-15,1.3248908386648290
122,1.0,4,5.299563354659316,6.6244541933241450
165,0.9971428571428571,2,2.649781677329658,3.9746725159944870
71,0.9839393939393939,4,5.299563354659316,6.6244541933241450
230,0.9814285714285714,1,1.324890838664829,2.6497816773296580
18,0.9765116279069767,1,1.324890838664829,2.6497816773296580
119,0.9700000000000001,3,3.974672515994487,5.2995633546593160
144,0.9638000000000001,3,3.974672515994487,5.2995633546593160
79,0.9558536585365853,2,2.649781677329658,3.9746725159944870
144,0.9547904191616766,0,0E-15,1.3248908386648290
182,0.9485185185185185,0,0E-15,1.3248908386648290
151,0.9431443298969072,0,0E-15,1.3248908386648290
259,0.9406875000000002,1,1.324890838664829,2.6497816773296580
63,0.93,4,5.299563354659316,6.6244541933241450
46,0.9288888888888889,2,2.649781677329658,3.9746725159944870
259,0.9253204674220972,0,0E-15,1.3248908386648290
188,0.9193776824034336,0,0E-15,1.3248908386648290
158,0.91875,2,2.649781677329658,3.9746725159944870
161,0.9139184268026219,0,0E-15,1.3248908386648290
56,0.9112121212121213,3,3.974672515994487,5.2995633546593160
79,0.9065985401459854,1,1.324890838664829,2.6497816773296580
161,0.9062903225806451,4,5.299563354659316,6.6244541933241450
127,0.9031528046421664,1,1.324890838664829,2.6497816773296580
112,0.8866666666666667,1,1.324890838664829,2.6497816773296580
188,0.8825000000000001,2,2.649781677329658,3.9746725159944870
249,0.8818867924528302,0,0E-15,1.3248908386648290
165,0.8724000000000001,1,1.324890838664829,2.6497816773296580
234,0.8707407407407407,0,0E-15,1.3248908386648290
188,0.8608849557522124,1,1.324890838664829,2.6497816773296580
9,0.8546153846153846,2,2.649781677329658,3.9746725159944870
259,0.8505610561056106,4,5.299563354659316,6.6244541933241450
29,0.8479310344827586,0,0E-15,1.3248908386648290
181,0.8470629370629369,0,0E-15,1.3248908386648290
249,0.84,2,2.649781677329658,3.9746725159944870
26,0.8309090909090909,3,3.974672515994487,5.2995633546593160
259,0.8274957698815567,3,3.974672515994487,5.2995633546593160
127,0.8264290563475902,0,0E-15,1.3248908386648290
194,0.8233720930232556,0,0E-15,1.3248908386648290
259,0.8219540229885056,2,2.649781677329658,3.9746725159944870
121,0.8177777777777778,0,0E-15,1.3248908386648290
144,0.8099999999999999,4,5.299563354659316,6.6244541933241450
79,0.8083112582781458,3,3.974672515994487,5.2995633546593160
188,0.7939999999999999,3,3.974672515994487,5.2995633546593160
216,0.7886206896551724,0,0E-15,1.3248908386648290
23,0.7885639686684073,0,0E-15,1.3248908386648290
98,0.7866666666666666,0,0E-15,1.3248908386648290
216,0.7864285714285716,3,3.974672515994487,5.2995633546593160
216,0.7854285714285715,1,1.324890838664829,2.6497816773296580
163,0.7819811320754717,0,0E-15,1.3248908386648290
7,0.78,4,5.299563354659316,6.6244541933241450
67,0.7799999999999999,3,3.974672515994487,5.2995633546593160
129,0.779,1,1.324890838664829,2.6497816773296580
155,0.7766666666666667,4,5.299563354659316,6.6244541933241450
147,0.7764000000000001,0,0E-15,1.3248908386648290
223,0.7725,3,3.974672515994487,5.2995633546593160
46,0.7639130434782608,1,1.324890838664829,2.6497816773296580
210,0.76,4,5.299563354659316,6.6244541933241450
147,0.758235294117647,1,1.324890838664829,2.6497816773296580
155,0.7558823529411764,2,2.649781677329658,3.9746725159944870
56,0.7499662162162163,0,0E-15,1.3248908386648290
118,0.7452941176470588,3,3.974672515994487,5.2995633546593160
79,0.7364596273291926,4,5.299563354659316,6.6244541933241450
134,0.727857142857143,3,3.974672515994487,5.2995633546593160
57,0.72,3,3.974672515994487,5.2995633546593160
93,0.6835,1,1.324890838664829,2.6497816773296580
23,0.6799999999999999,3,3.974672515994487,5.2995633546593160
69,0.6666666666666666,3,3.974672515994487,5.2995633546593160
90,0.6666666666666666,1,1.324890838664829,2.6497816773296580
5,0.6666666666666666,3,3.974672515994487,5.2995633546593160
29,0.6639999999999999,3,3.974672515994487,5.2995633546593160
151,0.6622222222222223,4,5.299563354659316,6.6244541933241450
127,0.6602013422818792,4,5.299563354659316,6.6244541933241450
127,0.6467340067340067,3,3.974672515994487,5.2995633546593160
89,0.6447058823529412,0,0E-15,1.3248908386648290
163,0.6352380952380953,1,1.324890838664829,2.6497816773296580
237,0.635,3,3.974672515994487,5.2995633546593160
50,0.625,1,1.324890838664829,2.6497816773296580
160,0.6221551724137931,0,0E-15,1.3248908386648290
247,0.6166666666666667,1,1.324890838664829,2.6497816773296580
238,0.6133766233766235,0,0E-15,1.3248908386648290
127,0.6077443609022557,2,2.649781677329658,3.9746725159944870
135,0.5966666666666667,4,5.299563354659316,6.6244541933241450
162,0.5950000000000001,3,3.974672515994487,5.2995633546593160
256,0.5885714285714286,4,5.299563354659316,6.6244541933241450
5,0.588,0,0E-15,1.3248908386648290
55,0.5870909090909092,3,3.974672515994487,5.2995633546593160
130,0.58,2,2.649781677329658,3.9746725159944870
181,0.579047619047619,3,3.974672515994487,5.2995633546593160
118,0.5771428571428572,2,2.649781677329658,3.9746725159944870
135,0.5760000000000001,3,3.974672515994487,5.2995633546593160
134,0.57,1,1.324890838664829,2.6497816773296580
144,0.5372727272727272,2,2.649781677329658,3.9746725159944870
237,0.532,2,2.649781677329658,3.9746725159944870
249,0.52,3,3.974672515994487,5.2995633546593160
158,0.5009677419354839,1,1.324890838664829,2.6497816773296580
62,0.5,1,1.324890838664829,2.6497816773296580
135,0.48836065573770493,1,1.324890838664829,2.6497816773296580
239,0.48200000000000004,6,7.949345031988974,9.2742358706538030
160,0.468,3,3.974672515994487,5.2995633546593160
158,0.4653333333333334,3,3.974672515994487,5.2995633546593160
237,0.45458333333333334,1,1.324890838664829,2.6497816773296580
119,0.43142857142857144,2,2.649781677329658,3.9746725159944870
134,0.42857142857142855,2,2.649781677329658,3.9746725159944870
88,0.42,4,5.299563354659316,6.6244541933241450
23,0.41866666666666663,4,5.299563354659316,6.6244541933241450
130,0.4090909090909091,1,1.324890838664829,2.6497816773296580
152,0.3736363636363636,1,1.324890838664829,2.6497816773296580
160,0.372,4,5.299563354659316,6.6244541933241450
47,0.37074074074074076,0,0E-15,1.3248908386648290
103,0.348,1,1.324890838664829,2.6497816773296580
115,0.3333333333333333,0,0E-15,1.3248908386648290
63,0.33181818181818185,2,2.649781677329658,3.9746725159944870
55,0.3254054054054054,4,5.299563354659316,6.6244541933241450
252,0.3144117647058824,0,0E-15,1.3248908386648290
46,0.3013333333333333,3,3.974672515994487,5.2995633546593160
237,0.29,4,5.299563354659316,6.6244541933241450
203,0.2857142857142857,3,3.974672515994487,5.2995633546593160
151,0.25942857142857145,1,1.324890838664829,2.6497816773296580
130,0.23285714285714285,3,3.974672515994487,5.2995633546593160
175,0.2125,3,3.974672515994487,5.2995633546593160
19,0.21000000000000002,2,2.649781677329658,3.9746725159944870
56,0.2,2,2.649781677329658,3.9746725159944870
151,0.19,3,3.974672515994487,5.2995633546593160
194,0.17500000000000002,1,1.324890838664829,2.6497816773296580
118,0.174,4,5.299563354659316,6.6244541933241450
56,0.16625,4,5.299563354659316,6.6244541933241450
93,0.1625,3,3.974672515994487,5.2995633546593160
55,0.14628571428571427,2,2.649781677329658,3.9746725159944870
160,0.11047619047619046,1,1.324890838664829,2.6497816773296580
89,0.023333333333333334,1,1.324890838664829,2.6497816773296580
13,0.02,3,3.974672515994487,5.2995633546593160
81,0.0,0,0E-15,1.3248908386648290
241,0.0,4,5.299563354659316,6.6244541933241450
169,0.0,0,0E-15,1.3248908386648290
216,0.0,4,5.299563354659316,6.6244541933241450
225,0.0,0,0E-15,1.3248908386648290
223,0.0,2,2.649781677329658,3.9746725159944870
210,0.0,1,1.324890838664829,2.6497816773296580
52,0.0,4,5.299563354659316,6.6244541933241450
29,0.0,4,5.299563354659316,6.6244541933241450
69,0.0,4,5.299563354659316,6.6244541933241450
223,0.0,4,5.299563354659316,6.6244541933241450
76,0.0,2,2.649781677329658,3.9746725159944870
125,0.0,4,5.299563354659316,6.6244541933241450
189,0.0,3,3.974672515994487,5.2995633546593160
121,0.0,3,3.974672515994487,5.2995633546593160
48,0.0,3,3.974672515994487,5.2995633546593160
246,0.0,0,0E-15,1.3248908386648290
224,0.0,2,2.649781677329658,3.9746725159944870
0,0.0,2,2.649781677329658,3.9746725159944870
205,0.0,2,2.649781677329658,3.9746725159944870
78,0.0,3,3.974672515994487,5.2995633546593160
103,0.0,2,2.649781677329658,3.9746725159944870
73,0.0,4,5.299563354659316,6.6244541933241450
189,0.0,0,0E-15,1.3248908386648290
83,0.0,4,5.299563354659316,6.6244541933241450
184,0.0,1,1.324890838664829,2.6497816773296580
203,0.0,1,1.324890838664829,2.6497816773296580
44,0.0,1,1.324890838664829,2.6497816773296580
129,0.0,2,2.649781677329658,3.9746725159944870
234,0.0,4,5.299563354659316,6.6244541933241450
137,0.0,6,7.949345031988974,9.2742358706538030
28,0.0,3,3.974672515994487,5.2995633546593160
184,0.0,3,3.974672515994487,5.2995633546593160
241,0.0,3,3.974672515994487,5.2995633546593160
57,0.0,4,5.299563354659316,6.6244541933241450
244,0.0,1,1.324890838664829,2.6497816773296580
145,0.0,6,7.949345031988974,9.2742358706538030
222,0.0,2,2.649781677329658,3.9746725159944870
148,0.0,1,1.324890838664829,2.6497816773296580
244,0.0,3,3.974672515994487,5.2995633546593160
170,0.0,3,3.974672515994487,5.2995633546593160
37,0.0,1,1.324890838664829,2.6497816773296580
241,0.0,2,2.649781677329658,3.9746725159944870
249,0.0,4,5.299563354659316,6.6244541933241450
147,0.0,2,2.649781677329658,3.9746725159944870
252,0.0,2,2.649781677329658,3.9746725159944870
95,0.0,3,3.974672515994487,5.2995633546593160
202,0.0,2,2.649781677329658,3.9746725159944870
252,0.0,4,5.299563354659316,6.6244541933241450
34,0.0,4,5.299563354659316,6.6244541933241450
200,0.0,0,0E-15,1.3248908386648290
257,0.0,2,2.649781677329658,3.9746725159944870
34,0.0,2,2.649781677329658,3.9746725159944870
54,0.0,4,5.299563354659316,6.6244541933241450
251,0.0,2,2.649781677329658,3.9746725159944870
246,0.0,1,1.324890838664829,2.6497816773296580
50,0.0,3,3.974672515994487,5.2995633546593160
90,0.0,2,2.649781677329658,3.9746725159944870
80,0.0,0,0E-15,1.3248908386648290
159,0.0,2,2.649781677329658,3.9746725159944870
146,0.0,1,1.324890838664829,2.6497816773296580
195,0.0,2,2.649781677329658,3.9746725159944870
78,0.0,4,5.299563354659316,6.6244541933241450
102,0.0,3,3.974672515994487,5.2995633546593160
156,0.0,3,3.974672515994487,5.2995633546593160
0,0.0,4,5.299563354659316,6.6244541933241450
205,0.0,0,0E-15,1.3248908386648290
257,0.0,3,3.974672515994487,5.2995633546593160
131,0.0,5,6.624454193324145,7.9493450319889740
54,0.0,3,3.974672515994487,5.2995633546593160
142,0.0,1,1.324890838664829,2.6497816773296580
14,0.0,2,2.649781677329658,3.9746725159944870
163,0.0,3,3.974672515994487,5.2995633546593160
54,0.0,1,1.324890838664829,2.6497816773296580
59,0.0,1,1.324890838664829,2.6497816773296580
162,0.0,2,2.649781677329658,3.9746725159944870
182,0.0,2,2.649781677329658,3.9746725159944870
12,0.0,1,1.324890838664829,2.6497816773296580
112,0.0,2,2.649781677329658,3.9746725159944870
252,0.0,3,3.974672515994487,5.2995633546593160
158,0.0,4,5.299563354659316,6.6244541933241450
234,0.0,3,3.974672515994487,5.2995633546593160
225,0.0,1,1.324890838664829,2.6497816773296580
182,0.0,3,3.974672515994487,5.2995633546593160
20,0.0,3,3.974672515994487,5.2995633546593160
159,0.0,1,1.324890838664829,2.6497816773296580
73,0.0,3,3.974672515994487,5.2995633546593160
211,0.0,0,0E-15,1.3248908386648290
26,0.0,4,5.299563354659316,6.6244541933241450
90,0.0,3,3.974672515994487,5.2995633546593160
230,0.0,3,3.974672515994487,5.2995633546593160
34,0.0,3,3.974672515994487,5.2995633546593160
215,0.0,5,6.624454193324145,7.9493450319889740
77,0.0,4,5.299563354659316,6.6244541933241450
146,0.0,0,0E-15,1.3248908386648290
176,0.0,0,0E-15,1.3248908386648290
247,0.0,2,2.649781677329658,3.9746725159944870
257,0.0,1,1.324890838664829,2.6497816773296580
241,0.0,1,1.324890838664829,2.6497816773296580
202,0.0,1,1.324890838664829,2.6497816773296580
208,0.0,4,5.299563354659316,6.6244541933241450
125,0.0,3,3.974672515994487,5.2995633546593160
85,0.0,6,7.949345031988974,9.2742358706538030
207,0.0,0,0E-15,1.3248908386648290
41,0.0,6,7.949345031988974,9.2742358706538030
84,0.0,2,2.649781677329658,3.9746725159944870
28,0.0,4,5.299563354659316,6.6244541933241450
182,0.0,4,5.299563354659316,6.6244541933241450
154,0.0,5,6.624454193324145,7.9493450319889740
81,0.0,2,2.649781677329658,3.9746725159944870
82,0.0,2,2.649781677329658,3.9746725159944870
257,0.0,4,5.299563354659316,6.6244541933241450
13,0.0,4,5.299563354659316,6.6244541933241450
37,0.0,3,3.974672515994487,5.2995633546593160
242,0.0,1,1.324890838664829,2.6497816773296580
182,0.0,1,1.324890838664829,2.6497816773296580
177,0.0,2,2.649781677329658,3.9746725159944870
0,0.0,3,3.974672515994487,5.2995633546593160
24,0.0,0,0E-15,1.3248908386648290
167,0.0,2,2.649781677329658,3.9746725159944870
48,0.0,0,0E-15,1.3248908386648290
67,0.0,1,1.324890838664829,2.6497816773296580
174,0.0,3,3.974672515994487,5.2995633546593160
125,0.0,2,2.649781677329658,3.9746725159944870
47,0.0,2,2.649781677329658,3.9746725159944870
18,0.0,3,3.974672515994487,5.2995633546593160
112,0.0,3,3.974672515994487,5.2995633546593160
140,0.0,0,0E-15,1.3248908386648290
203,0.0,4,5.299563354659316,6.6244541933241450
205,0.0,1,1.324890838664829,2.6497816773296580
107,0.0,3,3.974672515994487,5.2995633546593160
242,0.0,3,3.974672515994487,5.2995633546593160
251,0.0,4,5.299563354659316,6.6244541933241450
76,0.0,4,5.299563354659316,6.6244541933241450
137,0.0,5,6.624454193324145,7.9493450319889740
234,0.0,2,2.649781677329658,3.9746725159944870
244,0.0,2,2.649781677329658,3.9746725159944870
